canonical_name,normalized_name,aliases,primary_competition,competition_source,logo_path,country,review_status,confidence,notes
Saint Mirren,saintmirren,Saint Mirren|saintmirren,Scottish Premiership/Scottish Football League,CURATED_TEAM_CATALOG,,Scotland,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=8
Hibernian,hibernian,Hibernian|hibernian,Scottish Premiership/Scottish Football League,CURATED_TEAM_CATALOG,,Scotland,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=6
Ross County,rosscounty,Ross County|rosscounty,Scottish Premiership/Scottish Football League,CURATED_TEAM_CATALOG,,Scotland,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=6
St. Johnstone,stjohnstone,St. Johnstone|stjohnstone,Scottish Premiership/Scottish Football League,CURATED_TEAM_CATALOG,,Scotland,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=6
Dundee United,dundeeunited,Dundee United|dundeeunited,Scottish Premiership/Scottish Football League,CURATED_TEAM_CATALOG,,Scotland,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=4
Motherwell,motherwell,motherwell|Motherwell,Scottish Premiership/Scottish Football League,CURATED_TEAM_CATALOG,,Scotland,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=4
Airdrieonians,airdrieonians,Airdrieonians|airdrieonians,Scottish Premiership/Scottish Football League,CURATED_TEAM_CATALOG,,Scotland,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Dunfermline,dunfermline,Dunfermline|dunfermline,Scottish Premiership/Scottish Football League,CURATED_TEAM_CATALOG,,Scotland,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Falkirk,falkirk,Falkirk|falkirk,Scottish Premiership/Scottish Football League,CURATED_TEAM_CATALOG,,Scotland,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Partick Fem,partickfem,Partick Fem|partickfem,Scottish Premiership/Scottish Football League,CURATED_TEAM_CATALOG,,Scotland,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Queens Park,queenspark,Queens Park|queenspark,Scottish Premiership/Scottish Football League,CURATED_TEAM_CATALOG,,Scotland,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Raith Rovers,raithrovers,Raith Rovers|raithrovers,Scottish Premiership/Scottish Football League,CURATED_TEAM_CATALOG,,Scotland,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Alcorcon,alcorcon,Alcorcon|alcorcon|Alcorcón,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=1160
Lugo,lugo,lugo|Lugo,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=1124
Numancia,numancia,Numancia|numancia,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=854
Cartagena,cartagena,cartagena|Cartagena,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=778
Ponferradina,ponferradina,ponferradina|Ponferradina,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=738
Fuenlabrada,fuenlabrada,fuenlabrada|Fuenlabrada,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=412
UCAM Murcia,ucammurcia,UCAM Murcia|Ucam Murcia|ucammurcia,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=390
C. Gimnastic,cgimnastic,C. Gimnastic|cgimnastic,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=356
Hércules,hercules,hercules|Hércules,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=312
Sabadell,sabadell,sabadell|Sabadell,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=300
Recreativo,recreativo,recreativo|Recreativo,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=278
Gimnastic,gimnastic,Gimnastic|gimnastic,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=254
Reus Deportiu,reusdeportiu,Reus Deportiu|reusdeportiu,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=254
Ibiza,ibiza,Ibiza|ibiza,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=252
Amorebieta,amorebieta,Amorebieta|amorebieta,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=220
Xerez,xerez,xerez|Xerez,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=198
Extremadura UD,extremadura,Extremadura UD|extremaduraud|extremadura,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=170
Rayo Majadahonda,rayomajadahonda,Rayo Majadahonda|rayomajadahonda,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=132
Lorca,lorca,lorca|Lorca,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=130
Reus Deport.,reusdeport,Reus Deport.|reusdeport,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=124
Guadalajara,guadalajara,guadalajara|Guadalajara,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=104
Salamanca,salamanca,salamanca|Salamanca,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=98
Jaen,jaen,Jaen|jaen,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=62
Alcoyano,alcoyano,alcoyano|Alcoyano,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=42
Real Unión,realunion,Real Unión|realunion,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=40
UD Logroñés,logrones,logrones|UD Logroñés|udlogrones|Logroñés|UD Logrones,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=32
Sant Andreu,santandreu,Sant Andreu|santandreu,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=20
Melilla,melilla,melilla|Melilla,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=16
C.D. Ourense,cdourense,C.D. Ourense|cdourense,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=14
Cacereño,cacereno,cacereno|Cacereño,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=12
Lleida,lleida,lleida|Lleida,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=12
Pontevedra CF,pontevedra,pontevedra|Pontevedra CF,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=12
Toledo,toledo,Toledo|toledo,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=12
Formentera,formentera,Formentera|formentera,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=8
Marbella,marbella,marbella|Marbella,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=8
Ontinyent,ontinyent,Ontinyent|ontinyent,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=8
Zamora,zamora,Zamora|zamora,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=8
At. Baleares,atbaleares,At. Baleares|atbaleares,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=6
CD Olímpic de Xàtiva,olimpicxativa,CD Olímpic de Xàtiva|cdolimpicxativa,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=6
Conquense,conquense,Conquense|conquense,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=6
Coruxo FC,coruxo,coruxo|Coruxo FC,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=6
Ebro,ebro,ebro|Ebro,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=6
L Hospitalet,lhospitalet,L Hospitalet|lhospitalet,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=6
Palencia,palencia,Palencia|palencia,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=6
Pol. Ejido,polejido,Pol. Ejido|polejido,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=6
Teruel,teruel,teruel|Teruel,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=6
Villanovense,villanovense,villanovense|Villanovense,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=6
Algeciras,algeciras,algeciras|Algeciras,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=4
Arandina CF,arandina,arandina|Arandina CF,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=4
At. Ciudad,atciudad,At. Ciudad|atciudad,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=4
Badalona,badalona,Badalona|badalona,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=4
Bal. Linense,ballinense,Bal. Linense|ballinense,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=4
Barakaldo,barakaldo,barakaldo|Barakaldo,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=4
Barbastro,barbastro,Barbastro|barbastro,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=4
Denia,denia,denia|Denia,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=4
Gandia,gandia,gandia|Gandia,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=4
Guijuelo,guijuelo,Guijuelo|guijuelo,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=4
Linares,linares,Linares|linares,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=4
Mérida Pr.,meridapr,meridapr|Mérida Pr.,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=4
Orihuela,orihuela,Orihuela|orihuela,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=4
Portugalete,portugalete,portugalete|Portugalete,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=4
Puertollano,puertollano,Puertollano|puertollano,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=4
Universidad Las Palmas,universidadlaspalmas,Universidad Las Palmas|universidadlaspalmas,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=4
CD Badajoz,badajoz,CD Badajoz|cdbadajoz,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
CE Manacor,cemanacor,CE Manacor|cemanacor,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Calahorra,calahorra,Calahorra|calahorra,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Compostela,compostela,compostela|Compostela,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Cornella,cornella,Cornella|cornella,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Extremadura 1924,extremadura1924,Extremadura 1924|extremadura1924,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Gimnástica,gimnastica,gimnastica|Gimnástica,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Lemona,lemona,Lemona|lemona,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Lucena CF.,lucena,lucena|Lucena CF.,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Multivera,multivera,Multivera|multivera,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Navalcarnero,navalcarnero,navalcarnero|Navalcarnero,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Real Ávila CF,realavila,Real Ávila CF|realavila,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
SS de los Reyes,sslosreyes,SS de los Reyes|sslosreyes,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Sestao,sestao,Sestao|sestao,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Unionistas,unionistas,Unionistas|unionistas,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Vecindario,vecindario,Vecindario|vecindario,Spanish Lower Division,CURATED_TEAM_CATALOG,,Spain,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Malmö FF,malmoff,malmoff|Malmo,Allsvenskan/Superettan,CURATED_TEAM_CATALOG,,Sweden,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=104; Actualizado Viewer 2026-06-27: aliases EduardoLosilla/J68-J71.
Göteborg,goteborg,goteborg|IFK Goteborg|Goteborg IFK,Allsvenskan/Superettan,CURATED_TEAM_CATALOG,,Sweden,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=80; Actualizado Viewer 2026-06-27: aliases EduardoLosilla/J68-J71.
Elfsborg,elfsborg,elfsborg|Elfsborg|IF Elfsborg,Allsvenskan/Superettan,CURATED_TEAM_CATALOG,,Sweden,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=74
Norrkoping,norrkoping,Norrkoping|norrkoping,Allsvenskan/Superettan,CURATED_TEAM_CATALOG,,Sweden,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=74
Sirius,sirius,Sirius|sirius|IK Sirius|Sirius FK|IK Sirius FK,Allsvenskan/Superettan,CURATED_TEAM_CATALOG,,Sweden,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=72
Djurgårdens,djurgardens,djurgardens|Djurgårdens,Allsvenskan/Superettan,CURATED_TEAM_CATALOG,,Sweden,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=70
Hacken,hacken,Hacken|hacken,Allsvenskan/Superettan,CURATED_TEAM_CATALOG,,Sweden,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=70
Hammarby,hammarby,Hammarby|hammarby|Hammarby IF,Allsvenskan/Superettan,CURATED_TEAM_CATALOG,,Sweden,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=66
Kalmar FF,kalmarff,Kalmar FF|Kalmar,Allsvenskan/Superettan,CURATED_TEAM_CATALOG,,Sweden,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=58; Actualizado Viewer 2026-06-27: aliases EduardoLosilla/J68-J71.
Mjallby Aif,mjallbyaif,Mjallby Aif|Mjallby,Allsvenskan/Superettan,CURATED_TEAM_CATALOG,,Sweden,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=56; Actualizado Viewer 2026-06-27: aliases EduardoLosilla/J68-J71.
Halmstads,halmstads,halmstads|Halmstad|Halmstads BK,Allsvenskan/Superettan,CURATED_TEAM_CATALOG,,Sweden,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=50; Actualizado Viewer 2026-06-27: aliases EduardoLosilla/J68-J71.
IFK Värnamo,ifkvarnamo,IFK Värnamo|ifkvarnamo,Allsvenskan/Superettan,CURATED_TEAM_CATALOG,,Sweden,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=48
Degerfors,degerfors,degerfors|Degerfors|Degerfors IF,Allsvenskan/Superettan,CURATED_TEAM_CATALOG,,Sweden,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=44
AIK Solna,aiksolna,AIK Solna|aiksolna,Allsvenskan/Superettan,CURATED_TEAM_CATALOG,,Sweden,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=42
Brommapojkarna,brommapojkarna,brommapojkarna|Brommapojkarna,Allsvenskan/Superettan,CURATED_TEAM_CATALOG,,Sweden,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=32
Aik,aik,Aik,Allsvenskan/Superettan,CURATED_TEAM_CATALOG,,Sweden,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=30
Gais,gais,gais|Gais,Allsvenskan/Superettan,CURATED_TEAM_CATALOG,,Sweden,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=28
Orebro SK,orebrosk,Orebro SK|orebrosk,Allsvenskan/Superettan,CURATED_TEAM_CATALOG,,Sweden,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=28
Sundsvall,sundsvall,Sundsvall|sundsvall,Allsvenskan/Superettan,CURATED_TEAM_CATALOG,,Sweden,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=26
Varbergs BoIS,varbergsbois,Varbergs BoIS|varbergsbois,Allsvenskan/Superettan,CURATED_TEAM_CATALOG,,Sweden,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=26
Helsingborgs IF,helsingborgsif,Helsingborgs IF|helsingborgsif,Allsvenskan/Superettan,CURATED_TEAM_CATALOG,,Sweden,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=12
Falkenbergs,falkenbergs,Falkenbergs|falkenbergs,Allsvenskan/Superettan,CURATED_TEAM_CATALOG,,Sweden,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=10
Vasteras,vasteras,Vasteras|Vasteras SK,Allsvenskan/Superettan,CURATED_TEAM_CATALOG,,Sweden,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=10; Actualizado Viewer 2026-06-27: aliases EduardoLosilla/J68-J71.
AFC Eskilstuna,afceskilstuna,AFC Eskilstuna|afceskilstuna,Allsvenskan/Superettan,CURATED_TEAM_CATALOG,,Sweden,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=6
Jonkopings,jonkopings,Jonkopings|jonkopings,Allsvenskan/Superettan,CURATED_TEAM_CATALOG,,Sweden,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=6
Dalkurd,dalkurd,dalkurd|Dalkurd,Allsvenskan/Superettan,CURATED_TEAM_CATALOG,,Sweden,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=4
Trelleborg,trelleborg,Trelleborg|trelleborg,Allsvenskan/Superettan,CURATED_TEAM_CATALOG,,Sweden,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=4
Alicante,alicante,Alicante,,,,,,HIGH,
Aalborg,aalborg,Aalborg|Aalborg BK,,,,,,HIGH,
Anorthosis,anorthosis,Anorthosis|Anorthosis Famagusta,,,,,,HIGH,
Benidorm,benidorm,Benidorm,,,,,,HIGH,
Estrella Amadora,estrelaamadora,Estrella Amadora|Estrela Amadora|Estrela da Amadora,,,,,,HIGH,
Nijmegen,nijmegen,Nijmegen|NEC Nijmegen|N.E.C. Nijmegen,,,,,,HIGH,
Reggina,reggina,Reggina|Reggina 1914,,,,,,HIGH,
Siena,siena,Siena|AC Siena|A.C. Siena,,,,,,HIGH,
Jordania,jordania,Jordania|jordania|Jordan,Selecciones,CURATED_NATIONAL_TEAM,,Jordan,APPROVED,HIGH,Añadido Viewer 2026-06-27 para resolver EduardoLosilla J69/J70.
IFK Mariehamn,ifkmariehamn,IFK Mariehamn|ifkmariehamn|Mariehamn,Veikkausliiga,CURATED_TEAM_CATALOG,,Finland,APPROVED,HIGH,Añadido Viewer 2026-06-27 para resolver EduardoLosilla J69/J71.
FC Lahti,fclahti,FC Lahti|fclahti|Lahti,Veikkausliiga/Ykkosliiga,CURATED_TEAM_CATALOG,,Finland,APPROVED,HIGH,Añadido Viewer 2026-06-27 para resolver EduardoLosilla J71.
IF Gnistan,ifgnistan,IF Gnistan|ifgnistan|Gnistan|Gnistan Helsinki,Veikkausliiga,CURATED_TEAM_CATALOG,,Finland,APPROVED,HIGH,Añadido Viewer 2026-06-27 para resolver EduardoLosilla J71.
SJK,sjk,SJK|sjk|SJK Seinäjoki|SJK Seinajoki|Seinäjoen Jalkapallokerho|Seinajoen Jalkapallokerho,Veikkausliiga,CURATED_TEAM_CATALOG,,Finland,APPROVED,HIGH,Añadido Viewer 2026-06-27 para resolver EduardoLosilla J71.
TPS,tps,TPS|tps|TPS Turku|Turun Palloseura,Veikkausliiga/Ykkosliiga,CURATED_TEAM_CATALOG,,Finland,APPROVED,HIGH,Añadido Viewer 2026-06-27 para resolver EduardoLosilla J71.
FF Jaro,ffjaro,FF Jaro|ffjaro|Jaro|Jaro Pietarsaari|FF Jaro Pietarsaari,Veikkausliiga/Ykkosliiga,CURATED_TEAM_CATALOG,,Finland,APPROVED,HIGH,Añadido Viewer 2026-06-27 para resolver EduardoLosilla J71.
Ilves,ilves,Ilves|ilves|Tampereen Ilves|Ilves Tampere,Veikkausliiga,CURATED_TEAM_CATALOG,,Finland,APPROVED,HIGH,Añadido Viewer 2026-06-27 para resolver EduardoLosilla J71.
VPS,vps,VPS|vps|Vaasan Palloseura|VPS Vaasa|Vaasan PS,Veikkausliiga,CURATED_TEAM_CATALOG,,Finland,APPROVED,HIGH,Añadido Viewer 2026-06-27 para resolver EduardoLosilla J71. No confundir con PSV.
Örgryte IS,orgryteis,Örgryte IS|Orgryte IS|Örgryte|Orgryte|orgryte|orgryteis,Allsvenskan/Superettan,CURATED_TEAM_CATALOG,,Sweden,APPROVED,HIGH,Añadido Viewer 2026-06-27 para resolver EduardoLosilla J71.
